torque,kappa,beta,velocity,x,y
2.597923887605898,-3.577266036998549e-05,0.00096422733963001455,0.0010646276270069779,2.9999976648979962,-12.000044224722233
2.598529335749517,2.9875696549388294e-08,0.0010000298756965495,0.0007555906912320886,3.0787437630431076,-12.000165464256161
0.6131556441617775,-3.5860348566612103e-05,0.00096413965143338795,0.9934267827624145,3.363180378988429,-12.000455124272875
-0.01,1.1904186341318576e-07,0.0010001190418634132,2.5089032303308816,3.8046469970586485,-12.001113267610494
-0.01,-3.5949486908653592e-05,0.00096405051309134647,3.7822803388380577,4.36322440849365,-12.001159110144899
-0.01,1.1900985193779246e-07,0.0010001190098519379,4.814404497351728,4.658861808583718,-12.001028640335
-0.01,-3.5949427356516261e-05,0.00096405057264348378,4.991595991925108,5.058654155161807,-12.00175979293934
-0.01,1.1897496776916754e-07,0.0010001189749677692,4.982163078292332,5.305627096267822,-12.002080698189243
-0.01,-3.5949369653223454e-05,0.00096405063034677655,4.98352727192091,5.504020184010197,-12.002221230211074
-0.01,1.1893066183094983e-07,0.0010001189306618309,4.949288766441395,5.751101687051443,-12.002670665341267
-0.01,-3.5949311714333318e-05,0.00096405068828566668,4.935674964877715,5.997589717295579,-12.002728406277457
-0.01,1.1889052094173627e-07,0.0010001188905209419,4.923695995799006,6.243460437847273,-12.003214468175297
-0.01,-3.5949255724390811e-05,0.00096405074427560918,4.9113658781470475,6.391062300690421,-12.003377901972758
-0.01,1.1884782997828276e-07,0.0010001188478299782,4.912274969110524,6.732940481683121,-12.00357117515836
-0.01,-3.5949188244696819e-05,0.00096405081175530321,4.868740765523792,7.797788906963891,-12.004083653548232
-0.01,1.1882878154267259e-07,0.0010001188287815427,4.808828183816034,8.42017343149351,-12.00543292160592
-0.01,-3.5949115587678884e-05,0.00096405088441232109,4.761337728275699,8.989609032592744,-12.005629637568891
-0.01,1.1879535760149255e-07,0.0010001187953576015,4.72229562242594,9.554046249782514,-12.006748186547913
-0.01,-3.5949044581315809e-05,0.0009640509554186842,4.690631997281989,10.114751079829983,-12.007003277337606
-0.01,1.1875677713412824e-07,0.0010001187567771342,4.640145232768293,10.53244522940897,-12.007792457844022
-0.01,-3.5948970915537301e-05,0.00096405102908446276,4.632280053018679,11.177814644561822,-12.00803357572267
-0.01,1.1872384373872871e-07,0.0010001187238437388,4.583448481430395,11.817063748017867,-12.009259092751677
-0.01,-3.5948898828325464e-05,0.00096405110117167461,4.539886038880604,12.405338961045498,-12.009741749083075
-0.01,1.1869000966330318e-07,0.0010001186900096633,4.514244834327288,12.943063312571676,-12.010769664753823
-0.01,-3.5948830189885961e-05,0.00096405116981011405,4.462698612263623,13.343227344313881,-12.010952938974771
-0.01,1.1864907988980551e-07,0.0010001186490798898,4.436332459792066,13.87321643029093,-12.01198542853929
-0.01,-3.5948758893325265e-05,0.00096405124110667472,4.403011020589613,14.224684560254502,-12.012225450351048
-0.01,1.1860535614773618e-07,0.0010001186053561477,4.383914158862503,14.921339575210167,-12.013414733968627
-0.01,-3.5948680670229587e-05,0.00096405131932977047,4.32300562735877,15.30944613613375,-12.013709932728842
-0.01,1.1856507750452251e-07,0.0010001185650775045,4.298059911907859,15.609712496706898,-12.014269910631825
-0.01,-3.5948621075886679e-05,0.00096405137892411339,4.28126200590177,15.86615283597815,-12.01446363729819
-0.01,1.1852017075855985e-07,0.0010001185201707586,4.267009091908104,16.37621058255778,-12.015455402497565
-0.01,-3.5948548375386667e-05,0.00096405145162461331,4.184418825206557,16.71290099667222,-12.015830067393797
-0.01,1.1847256546844657e-07,0.0010001184725654685,4.191636590325004,17.048327244686366,-12.016485964419035
-0.01,-3.5948479470734094e-05,0.00096405152052926591,4.184262808931614,17.631994309487595,-12.01700778280678
-0.01,1.1843696821412027e-07,0.0010001184369682141,4.152456710648615,18.252263509477423,-12.018391242157161
-0.01,-3.5948403580347881e-05,0.00096405159641965211,4.11736681068189,18.866446319386025,-12.018988840811328
-0.01,1.1839422657951157e-07,0.0010001183942265795,4.085942213128662,19.19083498011154,-12.019688789944853
-0.01,-3.594833494791002e-05,0.00096405166505208995,4.044410540756916,19.67440099302678,-12.02019242109631
-0.01,1.1834297880700785e-07,0.001000118342978807,4.009317098522886,19.87454987461666,-12.020385806635918
-0.01,-3.5948272437430636e-05,0.00096405172756256938,3.99765084414951,20.35257417133641,-12.020989827759404
-0.01,1.18287917353476e-07,0.0010001182879173535,3.9496175149320547,20.825480332518403,-12.021980189976064
-0.01,-3.5948212070028736e-05,0.00096405178792997133,3.902112112708665,21.254465930272644,-12.022465366730712
-0.01,1.1823073056286711e-07,0.0010001182307305628,3.8915665959916903,21.60280758507857,-12.023074777187738
-0.01,-3.5948152206861151e-05,0.00096405184779313892,3.8592498924114285,22.025894285687514,-12.023702330282646
-0.01,1.1816999356681675e-07,0.0010001181699935669,3.8334494104003856,22.369400970295786,-12.024391728307465
-0.01,-3.5948073918263819e-05,0.0009640519260817362,3.77903296696916,22.70955125526478,-12.024699561046669
-0.01,1.1747225742640854e-07,0.0010001174722574263,3.7731832800283107,23.496558967733467,-12.026737239419264
-0.01,-3.5949075098809445e-05,0.00096405092490119062,3.7224828475716865,23.90469620878057,-12.02710333284749
-0.01,1.1755234979732119e-07,0.0010001175523497974,3.697585372857607,24.309231622223205,-12.02839333615047
-0.01,-3.5960706471786014e-05,0.00096403929352821397,3.666163877844432,24.674716404327555,-12.028684953519
-0.01,1.2597275623620334e-07,0.0010001259727562362,3.6338857468588484,25.03783974499688,-12.029401765736619
-0.01,-3.5960339123503552e-05,0.00096403966087649652,3.6180176468985112,25.326551953172995,-12.029851545646233
-0.01,1.577991644658181e-07,0.0010001577991644659,3.5998001098687316,25.86398728284982,-12.031096122926021
-0.01,0.0058591324740689416,0.0068591324740689416,3.566070146449999,26.39634549602683,-12.031751173442805
-0.01,-0.005823070573824282,-0.004823070573824282,3.5322373217506873,26.81854109001086,-12.031585589528909
-0.01,0.023864201297766941,-0.010549560093904776,3.5045288558575454,27.410963732096675,-12.028192040673236
-0.01,-0.0058230721619480924,-0.032218845703742484,3.465551105020716,27.89373414056942,-12.028555446178748
-0.01,0.0037305218228990446,-0.014731290329214875,3.431304013463066,28.337722795409515,-12.030071359899713
-0.01,0.014310561247593542,-0.00022559231190388569,3.400639462527901,28.676667659459174,-12.030956890840324
-0.01,0.0037305264725536347,-0.0059325165020456061,3.3791438492746706,28.946189627894256,-12.031083952479086
-0.01,0.014310561169389436,0.011438532726660993,3.360368430350337,29.38107010331712,-12.030681570648861
