torque,kappa,velocity,x,y
3.993819935731078,-7.8851588411474341e-06,0.00323970689245488,2.999991811882686,-11.999963272003175
3.9865114417815573,-1.7390205777927289e-05,0.007013412582406143,2.9999918043848126,-11.999999274308978
2.855894730894091,1.8818839732751137e-05,0.572138422592521,3.0141885023069763,-12.000032908547846
2.363755934914026,2.7111071938928496e-05,0.8183198101702789,3.049159349188655,-12.00005322679312
1.8744952825297618,3.6219770088588336e-05,1.0628282386737564,3.0963343012328175,-12.000086750452704
0.5951921527560669,2.2059814571872231e-05,1.7024126930843457,3.1641377511660798,-12.000173120871283
-0.01,2.6867352100674045e-05,2.0344370808222387,3.259988551606776,-12.00020634606525
-0.01,4.2037529579884303e-05,2.5426613353325656,3.3731282523539265,-12.000320129700983
-0.01,0.00010360514645916676,2.933878347078075,3.5134475606249977,-11.999955860981727
-0.01,5.7962296776709427e-05,3.4211389101709395,3.672678577486019,-12.000652445054488
-0.01,0.00011402607085517493,3.6710195633100424,3.888977449022858,-12.000735782415681
-0.01,0.00013577492989221251,3.6593981350804863,4.035516333935366,-12.001073092770339
-0.01,0.00012743817986757191,3.6479820274777808,4.218176357029789,-12.001324261127797
-0.01,0.00013373661930667034,3.636553235821839,4.400265039654546,-12.00150720013063
-0.01,0.00014493783568171842,3.6250170579123533,4.58178177315903,-12.001672395107807
-0.01,0.00014830308813477435,3.620023340831023,4.763115692594859,-12.0018151273185
-0.01,0.00014746233321281664,3.594773681591536,4.943158973672584,-12.001934918122199
-0.01,0.00012968113640720959,3.528958770072131,5.122057763604,-12.002091159316546
-0.01,0.00022376750136367466,3.562516947739948,5.299958479549646,-12.00224847293297
-0.01,0.00021762928280630658,3.5491747326772676,5.477604893430259,-12.002348076740507
-0.01,0.00019560879173152878,3.537148386876633,5.654744223782298,-12.002471468186119
-0.01,0.00019777705526794132,3.5221798548471512,5.830954565418131,-12.002659755403553
-0.01,0.00020965219325749776,3.5139948348077517,5.971656268358171,-12.002856581247876
-0.01,0.00020790840063180741,3.5016024888023196,6.1821708440896135,-12.00294452110527
-0.01,0.00022016646181125424,3.4966285913523603,6.3573276595406805,-12.00312911280397
-0.01,0.00025212780471000566,3.4671477965915436,6.5310501450819896,-12.003144930826924
-0.01,0.00019727623859769331,3.40050321139176,6.7038666307739145,-12.003382099792523
-0.01,0.00021027920096224769,3.427321934074716,6.875447906013636,-12.00350979149786
-0.01,0.00019752064007465405,3.4181998098460338,7.012355072182724,-12.003577183022996
-0.01,0.00020663624145978116,3.4350756810148,7.2171823861298785,-12.003564406328794
-0.01,0.00022685199667158419,3.384739152231163,7.387125503290525,-12.003722930074298
-0.01,0.00021712963603293423,3.373294014284988,7.5560722947458565,-12.003829646827027
-0.01,0.00023521818726281036,3.3641279126130095,7.724446671244635,-12.003910366249068
-0.01,0.00022520085749181657,3.3490364277174915,7.892214732299879,-12.004004406385373
-0.01,0.00018673793459552155,3.3315667066000145,8.05941619730846,-12.003955513566062
-0.01,0.00022288053514245705,3.31606786518579,8.225712834358514,-12.004145383116468
-0.01,0.00021099754404151785,3.293857631211384,8.390614756117799,-12.004127576085667
-0.01,0.00019026950478112656,3.2844271946443917,8.522170808010815,-12.004104079928343
-0.01,0.00015522602055897104,3.270811206645823,8.718820018475522,-12.004209483793103
-0.01,0.0001736986228866289,3.253681560000304,8.881468381981927,-12.004136422801706
-0.01,0.00014283147289175635,3.2306095386892357,9.043564557717643,-12.004251291646215
-0.01,0.0001336754067475276,3.2216044905511123,9.172603722407358,-12.004277367650818
-0.01,0.00014092327446226321,3.2020128797554013,9.33248401106751,-12.004326080406024
-0.01,0.00016615481736040997,3.1905984713747464,9.492294336048927,-12.004345412436669
-0.01,0.00015125350570624441,3.179244880595702,9.651537417095426,-12.00438504392219
-0.01,0.00013580682904392808,3.167882239850847,9.810212771407448,-12.00441124926569
-0.01,0.00013316865145496275,3.1334672165387976,9.936423258508208,-12.004447047869645
-0.01,8.8829705006377143e-05,3.1285100029236776,10.124751848298104,-12.004461689774333
-0.01,0.00015488494561651192,3.1161881983367556,10.249997330545842,-12.004508477657136
-0.01,0.000133526788554588,3.1097556701553373,10.436751708470155,-12.004347295497865
-0.01,0.00010050085474266597,3.0986534731326154,10.591977320641005,-12.004413784462997
-0.01,7.3741343005888122e-05,3.0897048090945254,10.715756367920598,-12.00441169384018
-0.01,5.6748144226037179e-05,3.0554475245096304,10.9307337192218,-12.004243212196517
-0.01,9.6519448112654895e-05,3.0434094397696954,11.052492021123422,-12.004331307635553
-0.01,6.9374765273435147e-05,3.048062126152402,11.204405190871592,-12.00433366410903
-0.01,2.110145410299787e-05,3.010112813402021,11.385870575235742,-12.004437876868314
-0.01,2.1869250769688086e-05,3.0009639497016765,11.506087841432445,-12.00431095604278
-0.01,4.4648218465845129e-05,3.0001967434419705,11.686098203722224,-12.004190804311557
-0.01,3.0327727481601682e-05,2.9722569200789355,11.775359131804112,-12.004210815477627
-0.01,1.1348228733374715e-05,2.9587493040950767,11.953279167109638,-12.004152951438668
-0.01,3.2698292222213716e-06,2.9429855007584598,12.130287836786204,-12.004128128727126
-0.01,2.3328244079543575e-05,2.931880335631593,12.277134693056919,-12.004113401762899
-0.01,2.9611930814272615e-05,2.923082190891342,12.394501866727824,-12.00415094102591
-0.01,3.860908555417901e-06,2.912997428248544,12.569064158069562,-12.004028532946299
-0.01,3.252787297550209e-05,2.8830798713702097,12.684912418528805,-12.003927308266244
-0.01,3.5868518008499989e-05,2.8457287925449686,12.8568115414473,-12.003949942660451
-0.01,5.7781983678703543e-05,2.854343434443333,12.999720263205589,-12.003943404305105
-0.01,8.7082661143535759e-06,2.84313446361135,13.113623163024112,-12.0039334040701
-0.01,1.0564273384330701e-05,2.8154994246399987,13.25489891425531,-12.003810285798352
-0.01,2.8488610885367413e-05,2.812456873661106,13.395809776390086,-12.00384933723502
-0.01,-1.8173938741032245e-05,2.8013442703403,13.536149124568126,-12.003875289068334
-0.01,3.1368702712377281e-06,2.7832309079722726,13.703150485172824,-12.003882373717147
-0.01,8.9176076449709405e-06,2.7725703290538046,13.814244217233766,-12.003854051138294
-0.01,1.4832273307277253e-06,2.763698963485788,13.92498277553466,-12.003843833612878
-0.01,1.210002339232188e-05,2.750418452229107,14.090425818366286,-12.003790312184746
-0.01,2.2101130988918945e-06,2.7371175600834934,14.25506980626168,-12.003775937191087
-0.01,6.2127327355420559e-06,2.7088617198112366,14.364013726363268,-12.00377449986483
-0.01,4.3093059477691559e-06,2.673982236613392,14.52591856594603,-12.003550804253441
-0.01,6.6814867477211389e-05,2.6633802337274766,14.659808138080646,-12.003475401117807
-0.01,2.8356307221860325e-05,2.6562353600214528,14.793151622717685,-12.003595154432364
-0.01,3.7672269535422865e-05,2.6441294498991335,14.89909255547809,-12.003444502492503
-0.01,1.1196555943221969e-05,2.6329110355864094,15.004981246369894,-12.003448783077754
