torque,kappa,velocity,x,y
1.9852592639915172,3.6455903244673216e-06,0.007394222894667174,2.9999986347644607,-11.999950817003604
1.9885751381113523,1.614417271459936e-05,0.005806012093049781,2.9999986294333674,-11.99997367770724
1.2404058920167966,1.6530432655956541e-06,0.38063504100191914,3.016426735897695,-12.00005192101088
0.35039175716282367,3.1637892336575672e-05,0.8248064270896184,3.0532422457488297,-12.000088388139291
-0.01,2.580905702338152e-05,1.2393502730767596,3.0928772289029887,-12.000117624120705
-0.01,-6.8022150555107761e-06,1.611193801918779,3.1675172740674076,-11.999812744071555
-0.01,1.4007509042467414e-05,2.1283790432249936,3.2627849265182802,-12.000248311824299
-0.01,6.689744220091966e-05,2.480880692797685,3.3804517914080217,-12.000315108013947
-0.01,0.00015793140521656445,2.724823864302208,3.5140521336303103,-12.000117881407522
-0.01,0.0001371367255254234,2.787032612969117,3.652939184919162,-12.000440967907672
-0.01,0.00013124401141938939,2.7725092851365383,3.7919063130958253,-12.000927959750406
-0.01,0.00013499318525686887,2.7593462115304015,3.9301307420670892,-12.001108362515684
-0.01,0.00015902974590364247,2.75049315856426,4.067801280322175,-12.001242562514609
-0.01,0.00016041977718365524,2.739419562505751,4.204919325792489,-12.001360562960688
-0.01,0.00016076099587268884,2.7261223305882325,4.341481580567027,-12.001488548524405
-0.01,0.00017912131396043642,2.715035932993801,4.477489330997208,-12.001618936317394
-0.01,0.00017948719742022964,2.7085858949896515,4.61307191473633,-12.001754079716314
-0.01,0.00018387149389028547,2.691798766972811,4.748474536334934,-12.001889353599045
-0.01,0.00020576390250878583,2.673931089346044,4.882282109976189,-12.002031638978785
-0.01,0.00020253460817037071,2.6607208475166724,5.042163254622859,-12.002149047450256
-0.01,0.00020590143528249907,2.615928542605109,5.147543396987021,-12.002269585139096
-0.01,0.00018585871893456318,2.633069493470686,5.279456409744729,-12.002369841544752
-0.01,0.00016597205619284746,2.598117766146615,5.384537444106717,-12.00246341354578
-0.01,0.00019397850631106085,2.6066203671039254,5.540979507409065,-12.002678550026406
-0.01,0.00019952475824255156,2.595624933821262,5.644992496336841,-12.00270473093096
-0.01,0.00018078581422067719,2.577016542627656,5.799718249450994,-12.002747403848764
-0.01,0.00016982604005481725,2.564791398389458,5.928243365398479,-12.002844385918518
-0.01,0.00019310294501033971,2.5559811448045497,6.05621957293993,-12.002979163913123
-0.01,0.00019160948909985377,2.545013151462234,6.183646025511247,-12.003033655331171
-0.01,0.00018662958848987817,2.53160284275077,6.310601822426872,-12.003112577164563
-0.01,0.00024141993214896851,2.510710089753636,6.436475692789762,-12.003077202513085
-0.01,0.00018747073121780654,2.4988212295736947,6.561559041518223,-12.003158855680477
-0.01,0.00022419850073426267,2.487915047760781,6.686055674960517,-12.003395409142238
-0.01,0.00020723598930622774,2.4854978678033053,6.80962310931935,-12.003348120854026
-0.01,0.00016729110142547977,2.4496648816109965,6.907768479584423,-12.003593575374824
-0.01,0.00019384699434097161,2.438584304521031,7.054337454408854,-12.00355274459259
-0.01,0.00018172147649826048,2.4254667408096187,7.175866640541686,-12.003629059771297
-0.01,0.00019054249742659748,2.3887270508922698,7.296719903668924,-12.003685316209507
-0.01,0.00015890238995538186,2.3907987998398763,7.416494061638632,-12.003778576809717
-0.01,0.00014393459646202796,2.382025474993149,7.511929620391147,-12.003768219763721
-0.01,0.0001780490369021688,2.3735331207114148,7.678280357832204,-12.003789054774558
-0.01,0.00015779381658145072,2.3626659590311743,7.749252582272099,-12.003850901536795
-0.01,0.00017578358389301767,2.351774362931697,7.890614966681843,-12.003866621830356
-0.01,0.00018394937405628333,2.327058979788576,7.984407588931153,-12.003864221932934
-0.01,0.00015778551958789392,2.328390560766081,8.100782992310956,-12.003909313273361
-0.01,0.00017284890342457294,2.301462453824928,8.216081990627577,-12.003934058964266
-0.01,0.00022750354887704093,2.245589617515949,8.330235541678832,-12.003984659357284
-0.01,0.00020352602077024706,2.2644452672034605,8.443700656969812,-12.003824740850764
-0.01,0.00018600535017378951,2.2545957925505213,8.579193042815996,-12.00400878929373
