torque,kappa,velocity,x,y
3.9910140984390017,-4.6476912076937563e-07,0.004546901181186994,2.9999979063293947,-12.000038703538275
3.9974259763038074,-5.7604339532039831e-07,0.0013361885661740721,2.9999978993166407,-12.00001727093404
2.6921472977854175,2.8006757969101292e-07,0.6540335970226743,3.0722808160697035,-12.000067733535898
2.015592962900378,2.6366568424305922e-07,0.9922368198977254,3.1258613372555506,-12.00011344449462
1.6176856877396328,1.4260096089432508e-07,1.1911668753087372,3.139635481045673,-12.000112638393336
0.5372913793896426,-4.2949958880023508e-07,1.7313597672648624,3.174198610392455,-12.000135222864676
0.04698193049057571,-2.6471523763569255e-07,1.9765115715899224,3.2915049508214036,-12.000243460856193
-0.01,-3.6362568923103074e-07,2.5073321808728046,3.3885168527821308,-12.000319878090531
-0.01,-8.114370079024152e-07,2.929564309354649,3.5301992321726297,-12.000400113341978
-0.01,-3.4958981711159386e-07,3.3880209489231166,3.6932616662592683,-12.000530824599807
-0.01,1.3573025698589626e-06,3.7489268326287726,3.8777195390445707,-12.000844841984042
-0.01,2.1693480141115488e-06,3.8537490146725695,4.070268103173747,-12.001077442111185
-0.01,9.7827217415540184e-07,3.842245069084255,4.262532155965076,-12.001143279701607
-0.01,9.6733456899992946e-07,3.8307223540559354,4.454221186014553,-12.001261875572501
-0.01,9.5894097423695389e-07,3.8191923689942464,4.64533422417063,-12.001389551140694
-0.01,1.0568372689119651e-06,3.8015478698064875,4.8361654351342,-12.001514769373959
-0.01,1.0369572685286311e-06,3.789717831463676,5.025801832146285,-12.001662249562882
-0.01,1.2502517896025289e-06,3.749961594315167,5.213615281924355,-12.001812707563142
-0.01,7.7712902817398967e-07,3.7574916227024873,5.401642131548139,-12.001964789477846
-0.01,6.0931444758310005e-07,3.7438591927383857,5.588900377796741,-12.002139147586671
-0.01,3.6234404219596271e-07,3.72775078301046,5.775428792847031,-12.002339857970856
-0.01,2.6392425194401558e-07,3.7176160420001523,5.961479206479593,-12.002452024040103
-0.01,9.7971612773819839e-07,3.708305620857166,6.147014954042081,-12.002583534419452
-0.01,6.3105229473182973e-07,3.710037942147855,6.332307546800942,-12.002734249923224
-0.01,-4.5320962065655405e-07,3.6738089132616087,6.516454964504994,-12.002740151684044
-0.01,-9.3635263939888887e-07,3.6622079855451997,6.699548194413947,-12.002966928543247
-0.01,1.0464344464902617e-06,3.6341794708229993,6.881186176841542,-12.003154737113213
-0.01,1.1447161071901171e-06,3.6225083733604446,7.06247835519401,-12.003252389888884
-0.01,4.9379195253503616e-07,3.636247741628705,7.243506990497299,-12.003334474607302
